,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
1029,Te Reo Māori: Introduction to Pronunciation,https://www.futurelearn.com/courses/te-reo-maori,"2,177 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Te Reo Māori: Introduction to Pronunciation,https://www.futurelearn.com/courses/te-reo-maori,"2,177 enrolled on this course",2 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1030,Travelling Books: History in Europe and Japan,https://www.futurelearn.com/courses/travel-books-history-in-europe-and-japan,"Discover how travelling books sparked cultural exchanges between Europe and Japan, and how they live on in the digital era.",,,,,,,,,,3 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Travelling Books: History in Europe and Japan,https://www.futurelearn.com/courses/travel-books-history-in-europe-and-japan,"Discover how travelling books sparked cultural exchanges between Europe and Japan, and how they live on in the digital era.",3 hours,,,,,,,,
1031,Teaching English Grammar in Context,https://www.futurelearn.com/courses/teaching-english-grammar-in-context,"Learn to teach English grammar as a meaning-making resource, not a list of arbitrary rules, to promote engagement and retention.",,,,,,,,,,5 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Teaching English Grammar in Context,https://www.futurelearn.com/courses/teaching-english-grammar-in-context,"Learn to teach English grammar as a meaning-making resource, not a list of arbitrary rules, to promote engagement and retention.",3 hours,$69," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,
1032,Intermediate Korean: Exploring the Language and Culture of Korea,https://www.futurelearn.com/courses/intermediate-korean,Improve your Korean language proficiency and dive deeper into the country’s fascinating sociocultural practices.,,,,,,,,,,6 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Intermediate Korean: Exploring the Language and Culture of Korea,https://www.futurelearn.com/courses/intermediate-korean,Improve your Korean language proficiency and dive deeper into the country’s fascinating sociocultural practices.,3 hours,,,,,,,,
1033,Multilingual Practices: Tackling Challenges and Creating Opportunities,https://www.futurelearn.com/courses/multilingual-practices,"Learn about central aspects of multilingualism in today's globalised societies, such as cognition, policies and education.",,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Multilingual Practices: Tackling Challenges and Creating Opportunities,https://www.futurelearn.com/courses/multilingual-practices,"Learn about central aspects of multilingualism in today's globalised societies, such as cognition, policies and education.",3 hours,,,,,,,,
1034,Language Testing During Awake Brain Surgery,https://www.futurelearn.com/courses/awake-brain-surgery,Discover the importance and the process of language testing during awake brain surgery.,,,,,,,,,,6 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Language Testing During Awake Brain Surgery,https://www.futurelearn.com/courses/awake-brain-surgery,Discover the importance and the process of language testing during awake brain surgery.,3 hours,,,,,,,,
1035,"An Introduction to Sociolinguistics: Accents, Attitudes and Identity",https://www.futurelearn.com/courses/accents-attitudes-and-identity-an-introduction-to-sociolinguistics,"Learn how sociolinguists explore the relationship between language and the expression of personal, social and cultural identity.",,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,"An Introduction to Sociolinguistics: Accents, Attitudes and Identity",https://www.futurelearn.com/courses/accents-attitudes-and-identity-an-introduction-to-sociolinguistics,"Learn how sociolinguists explore the relationship between language and the expression of personal, social and cultural identity.",4 hours,,,,,,,,
1036,Shakespeare's Language: Revealing Meanings and Exploring Myths,https://www.futurelearn.com/courses/shakespeares-language,Demystify renowned Shakespeare myths and get introduced to corpus-based methods for analysing his use of language in context.,,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Shakespeare's Language: Revealing Meanings and Exploring Myths,https://www.futurelearn.com/courses/shakespeares-language,Demystify renowned Shakespeare myths and get introduced to corpus-based methods for analysing his use of language in context.,3 hours,,,,,,,,
1037,Let's Learn Portuguese Language,https://www.futurelearn.com/courses/lets-learn-portuguese-language,"Enhance your vacation and gain an understanding of one of the world's friendliest and most vibrant countries through language._x000D_
",,,,,,,,,,2 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Let's Learn Portuguese Language,https://www.futurelearn.com/courses/lets-learn-portuguese-language,"Enhance your vacation and gain an understanding of one of the world's friendliest and most vibrant countries through language._x000D_
",2 hours,,,,,,,,
1038,Multiculturalism In ASEAN,https://www.futurelearn.com/courses/multiculturalism-in-asean,Knowledge of multicultural ASEAN and insights into the issues and challenges of cultural diversity facing ASEAN. ,,,,,,,,,,4 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Multiculturalism In ASEAN,https://www.futurelearn.com/courses/multiculturalism-in-asean,Knowledge of multicultural ASEAN and insights into the issues and challenges of cultural diversity facing ASEAN. ,2 hours,,,,,,,,
1039,Learn Chinese: Introduction to Chinese Pronunciation and Tone,https://www.futurelearn.com/courses/chinese-pronunciation-tone,"8,755 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,16 Courses,,,,,,,,,,,,,,IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / IELTS / Language Teaching / Learn Chinese / Learn English / Learn Irish / Learn Norwegian / ,3 ExpertTracks,,Learn Chinese: Introduction to Chinese Pronunciation and Tone,https://www.futurelearn.com/courses/chinese-pronunciation-tone,"8,755 enrolled on this course",2 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,
